LncRNAs	LncRNA1_id	Region	Organism
TCONS_00019722	hsa_TCONS_00019722	CB vs HIP	Human
TCONS_00019776	hsa_TCONS_00019776	CB vs HIP	Human
TCONS_00019789	hsa_TCONS_00019789	CB vs HIP	Human
TCONS_00019790	hsa_TCONS_00019790	CB vs HIP	Human
TCONS_00019881	hsa_TCONS_00019881	CB vs HIP	Human
TCONS_00020058	hsa_TCONS_00020058	CB vs HIP	Human
TCONS_00020074	hsa_TCONS_00020074	CB vs HIP	Human
TCONS_00020355	hsa_TCONS_00020355	CB vs HIP	Human
TCONS_00020386	hsa_TCONS_00020386	CB vs HIP	Human
TCONS_00020397	hsa_TCONS_00020397	CB vs HIP	Human
TCONS_00020462	hsa_TCONS_00020462	CB vs HIP	Human
TCONS_00020496	hsa_TCONS_00020496	CB vs HIP	Human
TCONS_00020708	hsa_TCONS_00020708	CB vs HIP	Human
TCONS_00020816	hsa_TCONS_00020816	CB vs HIP	Human
TCONS_00020821	hsa_TCONS_00020821	CB vs HIP	Human
TCONS_00020852	hsa_TCONS_00020852	CB vs HIP	Human
TCONS_00020864	hsa_TCONS_00020864	CB vs HIP	Human
TCONS_00020877	hsa_TCONS_00020877	CB vs HIP	Human
TCONS_00020892	hsa_TCONS_00020892	CB vs HIP	Human
TCONS_00020955	hsa_TCONS_00020955	CB vs HIP	Human
TCONS_00021000	hsa_TCONS_00021000	CB vs HIP	Human
TCONS_00021230	hsa_TCONS_00021230	CB vs HIP	Human
TCONS_00021279	hsa_TCONS_00021279	CB vs HIP	Human
TCONS_00021285	hsa_TCONS_00021285	CB vs HIP	Human
TCONS_00021289	hsa_TCONS_00021289	CB vs HIP	Human
TCONS_00021314	hsa_TCONS_00021314	CB vs HIP	Human
TCONS_00021370	hsa_TCONS_00021370	CB vs HIP	Human
TCONS_00021423	hsa_TCONS_00021423	CB vs HIP	Human
TCONS_00021490	hsa_TCONS_00021490	CB vs HIP	Human
TCONS_00021597	hsa_TCONS_00021597	CB vs HIP	Human
TCONS_00021704	hsa_TCONS_00021704	CB vs HIP	Human
TCONS_00022018	hsa_TCONS_00022018	CB vs HIP	Human
TCONS_00022019	hsa_TCONS_00022019	CB vs HIP	Human
TCONS_00022039	hsa_TCONS_00022039	CB vs HIP	Human
TCONS_00022051	hsa_TCONS_00022051	CB vs HIP	Human
TCONS_00022157	hsa_TCONS_00022157	CB vs HIP	Human
TCONS_00022178	hsa_TCONS_00022178	CB vs HIP	Human
TCONS_00022216	hsa_TCONS_00022216	CB vs HIP	Human
TCONS_00022227	hsa_TCONS_00022227	CB vs HIP	Human
TCONS_00022228	hsa_TCONS_00022228	CB vs HIP	Human
TCONS_00022291	hsa_TCONS_00022291	CB vs HIP	Human
TCONS_00022484	hsa_TCONS_00022484	CB vs HIP	Human
TCONS_00022527	hsa_TCONS_00022527	CB vs HIP	Human
TCONS_00022533	hsa_TCONS_00022533	CB vs HIP	Human
TCONS_00022633	hsa_TCONS_00022633	CB vs HIP	Human
TCONS_00022642	hsa_TCONS_00022642	CB vs HIP	Human
TCONS_00022756	hsa_TCONS_00022756	CB vs HIP	Human
TCONS_00022778	hsa_TCONS_00022778	CB vs HIP	Human
TCONS_00022958	hsa_TCONS_00022958	CB vs HIP	Human
TCONS_00023076	hsa_TCONS_00023076	CB vs HIP	Human
TCONS_00023104	hsa_TCONS_00023104	CB vs HIP	Human
TCONS_00023149	hsa_TCONS_00023149	CB vs HIP	Human
TCONS_00023186	hsa_TCONS_00023186	CB vs HIP	Human
TCONS_00023203	hsa_TCONS_00023203	CB vs HIP	Human
TCONS_00023329	hsa_TCONS_00023329	CB vs HIP	Human
TCONS_00023362	hsa_TCONS_00023362	CB vs HIP	Human
TCONS_00023363	hsa_TCONS_00023363	CB vs HIP	Human
TCONS_00023412	hsa_TCONS_00023412	CB vs HIP	Human
TCONS_00023428	hsa_TCONS_00023428	CB vs HIP	Human
TCONS_00023498	hsa_TCONS_00023498	CB vs HIP	Human
TCONS_00023527	hsa_TCONS_00023527	CB vs HIP	Human
TCONS_00023575	hsa_TCONS_00023575	CB vs HIP	Human
TCONS_00023579	hsa_TCONS_00023579	CB vs HIP	Human
TCONS_00023730	hsa_TCONS_00023730	CB vs HIP	Human
TCONS_00023739	hsa_TCONS_00023739	CB vs HIP	Human
TCONS_00023740	hsa_TCONS_00023740	CB vs HIP	Human
TCONS_00023742	hsa_TCONS_00023742	CB vs HIP	Human
TCONS_00023770	hsa_TCONS_00023770	CB vs HIP	Human
TCONS_00023791	hsa_TCONS_00023791	CB vs HIP	Human
TCONS_00023810	hsa_TCONS_00023810	CB vs HIP	Human
TCONS_00023819	hsa_TCONS_00023819	CB vs HIP	Human
TCONS_00023888	hsa_TCONS_00023888	CB vs HIP	Human
TCONS_00023929	hsa_TCONS_00023929	CB vs HIP	Human
TCONS_00023944	hsa_TCONS_00023944	CB vs HIP	Human
TCONS_00023995	hsa_TCONS_00023995	CB vs HIP	Human
TCONS_00024199	hsa_TCONS_00024199	CB vs HIP	Human
TCONS_00024400	hsa_TCONS_00024400	CB vs HIP	Human
TCONS_00024401	hsa_TCONS_00024401	CB vs HIP	Human
TCONS_00024657	hsa_TCONS_00024657	CB vs HIP	Human
TCONS_00024673	hsa_TCONS_00024673	CB vs HIP	Human
TCONS_00024721	hsa_TCONS_00024721	CB vs HIP	Human
TCONS_00024829	hsa_TCONS_00024829	CB vs HIP	Human
TCONS_00024835	hsa_TCONS_00024835	CB vs HIP	Human
TCONS_00024848	hsa_TCONS_00024848	CB vs HIP	Human
TCONS_00024949	hsa_TCONS_00024949	CB vs HIP	Human
TCONS_00024968	hsa_TCONS_00024968	CB vs HIP	Human
TCONS_00024974	hsa_TCONS_00024974	CB vs HIP	Human
TCONS_00024980	hsa_TCONS_00024980	CB vs HIP	Human
TCONS_00025191	hsa_TCONS_00025191	CB vs HIP	Human
TCONS_00025211	hsa_TCONS_00025211	CB vs HIP	Human
TCONS_00025229	hsa_TCONS_00025229	CB vs HIP	Human
TCONS_00025238	hsa_TCONS_00025238	CB vs HIP	Human
TCONS_00025243	hsa_TCONS_00025243	CB vs HIP	Human
TCONS_00025320	hsa_TCONS_00025320	CB vs HIP	Human
TCONS_00025395	hsa_TCONS_00025395	CB vs HIP	Human
TCONS_00025501	hsa_TCONS_00025501	CB vs HIP	Human
TCONS_00025540	hsa_TCONS_00025540	CB vs HIP	Human
TCONS_00025599	hsa_TCONS_00025599	CB vs HIP	Human
TCONS_00025676	hsa_TCONS_00025676	CB vs HIP	Human
TCONS_00025788	hsa_TCONS_00025788	CB vs HIP	Human
TCONS_00025802	hsa_TCONS_00025802	CB vs HIP	Human
TCONS_00025803	hsa_TCONS_00025803	CB vs HIP	Human
TCONS_00025855	hsa_TCONS_00025855	CB vs HIP	Human
TCONS_00025857	hsa_TCONS_00025857	CB vs HIP	Human
TCONS_00025860	hsa_TCONS_00025860	CB vs HIP	Human
TCONS_00025925	hsa_TCONS_00025925	CB vs HIP	Human
TCONS_00026040	hsa_TCONS_00026040	CB vs HIP	Human
TCONS_00026057	hsa_TCONS_00026057	CB vs HIP	Human
TCONS_00026137	hsa_TCONS_00026137	CB vs HIP	Human
TCONS_00026242	hsa_TCONS_00026242	CB vs HIP	Human
TCONS_00026272	hsa_TCONS_00026272	CB vs HIP	Human
TCONS_00026281	hsa_TCONS_00026281	CB vs HIP	Human
TCONS_00026287	hsa_TCONS_00026287	CB vs HIP	Human
TCONS_00026324	hsa_TCONS_00026324	CB vs HIP	Human
TCONS_00026344	hsa_TCONS_00026344	CB vs HIP	Human
TCONS_00026447	hsa_TCONS_00026447	CB vs HIP	Human
TCONS_00026523	hsa_TCONS_00026523	CB vs HIP	Human
TCONS_00026534	hsa_TCONS_00026534	CB vs HIP	Human
TCONS_00026539	hsa_TCONS_00026539	CB vs HIP	Human
TCONS_00026580	hsa_TCONS_00026580	CB vs HIP	Human
TCONS_00026587	hsa_TCONS_00026587	CB vs HIP	Human
TCONS_00026606	hsa_TCONS_00026606	CB vs HIP	Human
TCONS_00026647	hsa_TCONS_00026647	CB vs HIP	Human
TCONS_00026653	hsa_TCONS_00026653	CB vs HIP	Human
TCONS_00026661	hsa_TCONS_00026661	CB vs HIP	Human
TCONS_00026670	hsa_TCONS_00026670	CB vs HIP	Human
TCONS_00026679	hsa_TCONS_00026679	CB vs HIP	Human
TCONS_00026681	hsa_TCONS_00026681	CB vs HIP	Human
TCONS_00026711	hsa_TCONS_00026711	CB vs HIP	Human
TCONS_00026712	hsa_TCONS_00026712	CB vs HIP	Human
TCONS_00026838	hsa_TCONS_00026838	CB vs HIP	Human
TCONS_00026869	hsa_TCONS_00026869	CB vs HIP	Human
TCONS_00026887	hsa_TCONS_00026887	CB vs HIP	Human
TCONS_00027020	hsa_TCONS_00027020	CB vs HIP	Human
TCONS_00027043	hsa_TCONS_00027043	CB vs HIP	Human
TCONS_00027051	hsa_TCONS_00027051	CB vs HIP	Human
TCONS_00027105	hsa_TCONS_00027105	CB vs HIP	Human
TCONS_00027110	hsa_TCONS_00027110	CB vs HIP	Human
TCONS_00027119	hsa_TCONS_00027119	CB vs HIP	Human
TCONS_00027350	hsa_TCONS_00027350	CB vs HIP	Human
TCONS_00027365	hsa_TCONS_00027365	CB vs HIP	Human
TCONS_00027379	hsa_TCONS_00027379	CB vs HIP	Human
TCONS_00027482	hsa_TCONS_00027482	CB vs HIP	Human
TCONS_00027576	hsa_TCONS_00027576	CB vs HIP	Human
TCONS_00027580	hsa_TCONS_00027580	CB vs HIP	Human
TCONS_00027599	hsa_TCONS_00027599	CB vs HIP	Human
TCONS_00027611	hsa_TCONS_00027611	CB vs HIP	Human
TCONS_00027634	hsa_TCONS_00027634	CB vs HIP	Human
TCONS_00027698	hsa_TCONS_00027698	CB vs HIP	Human
TCONS_00027705	hsa_TCONS_00027705	CB vs HIP	Human
TCONS_00027729	hsa_TCONS_00027729	CB vs HIP	Human
TCONS_00027740	hsa_TCONS_00027740	CB vs HIP	Human
TCONS_00027830	hsa_TCONS_00027830	CB vs HIP	Human
TCONS_00027831	hsa_TCONS_00027831	CB vs HIP	Human
TCONS_00027889	hsa_TCONS_00027889	CB vs HIP	Human
TCONS_00028022	hsa_TCONS_00028022	CB vs HIP	Human
TCONS_00028031	hsa_TCONS_00028031	CB vs HIP	Human
TCONS_00028188	hsa_TCONS_00028188	CB vs HIP	Human
TCONS_00028191	hsa_TCONS_00028191	CB vs HIP	Human
TCONS_00028290	hsa_TCONS_00028290	CB vs HIP	Human
TCONS_00028294	hsa_TCONS_00028294	CB vs HIP	Human
TCONS_00028295	hsa_TCONS_00028295	CB vs HIP	Human
TCONS_00028299	hsa_TCONS_00028299	CB vs HIP	Human
TCONS_00028396	hsa_TCONS_00028396	CB vs HIP	Human
TCONS_00028444	hsa_TCONS_00028444	CB vs HIP	Human
TCONS_00028457	hsa_TCONS_00028457	CB vs HIP	Human
TCONS_00028473	hsa_TCONS_00028473	CB vs HIP	Human
TCONS_00028503	hsa_TCONS_00028503	CB vs HIP	Human
TCONS_00028557	hsa_TCONS_00028557	CB vs HIP	Human
TCONS_00028590	hsa_TCONS_00028590	CB vs HIP	Human
TCONS_00028716	hsa_TCONS_00028716	CB vs HIP	Human
TCONS_00028819	hsa_TCONS_00028819	CB vs HIP	Human
TCONS_00028836	hsa_TCONS_00028836	CB vs HIP	Human
TCONS_00028837	hsa_TCONS_00028837	CB vs HIP	Human
TCONS_00028875	hsa_TCONS_00028875	CB vs HIP	Human
TCONS_00028963	hsa_TCONS_00028963	CB vs HIP	Human
TCONS_00028982	hsa_TCONS_00028982	CB vs HIP	Human
TCONS_00029116	hsa_TCONS_00029116	CB vs HIP	Human
TCONS_00029240	hsa_TCONS_00029240	CB vs HIP	Human
TCONS_00029301	hsa_TCONS_00029301	CB vs HIP	Human
TCONS_00029390	hsa_TCONS_00029390	CB vs HIP	Human
TCONS_00029406	hsa_TCONS_00029406	CB vs HIP	Human
TCONS_00029448	hsa_TCONS_00029448	CB vs HIP	Human
TCONS_00029457	hsa_TCONS_00029457	CB vs HIP	Human
TCONS_00029589	hsa_TCONS_00029589	CB vs HIP	Human
TCONS_00029590	hsa_TCONS_00029590	CB vs HIP	Human
TCONS_00029911	hsa_TCONS_00029911	CB vs HIP	Human
TCONS_00029945	hsa_TCONS_00029945	CB vs HIP	Human
TCONS_00030023	hsa_TCONS_00030023	CB vs HIP	Human
TCONS_00030091	hsa_TCONS_00030091	CB vs HIP	Human
TCONS_00030102	hsa_TCONS_00030102	CB vs HIP	Human
TCONS_00030134	hsa_TCONS_00030134	CB vs HIP	Human
TCONS_00030195	hsa_TCONS_00030195	CB vs HIP	Human
TCONS_00030232	hsa_TCONS_00030232	CB vs HIP	Human
TCONS_00030234	hsa_TCONS_00030234	CB vs HIP	Human
TCONS_00030331	hsa_TCONS_00030331	CB vs HIP	Human
TCONS_00030370	hsa_TCONS_00030370	CB vs HIP	Human
TCONS_00030377	hsa_TCONS_00030377	CB vs HIP	Human
TCONS_00030470	hsa_TCONS_00030470	CB vs HIP	Human
TCONS_00030484	hsa_TCONS_00030484	CB vs HIP	Human
TCONS_00030510	hsa_TCONS_00030510	CB vs HIP	Human
TCONS_00030541	hsa_TCONS_00030541	CB vs HIP	Human
TCONS_00030594	hsa_TCONS_00030594	CB vs HIP	Human
TCONS_00030632	hsa_TCONS_00030632	CB vs HIP	Human
TCONS_00030654	hsa_TCONS_00030654	CB vs HIP	Human
TCONS_00030724	hsa_TCONS_00030724	CB vs HIP	Human
TCONS_00030755	hsa_TCONS_00030755	CB vs HIP	Human
TCONS_00030764	hsa_TCONS_00030764	CB vs HIP	Human
TCONS_00030766	hsa_TCONS_00030766	CB vs HIP	Human
TCONS_00030923	hsa_TCONS_00030923	CB vs HIP	Human
TCONS_00030932	hsa_TCONS_00030932	CB vs HIP	Human
TCONS_00030958	hsa_TCONS_00030958	CB vs HIP	Human
TCONS_00031049	hsa_TCONS_00031049	CB vs HIP	Human
TCONS_00031200	hsa_TCONS_00031200	CB vs HIP	Human
TCONS_00031202	hsa_TCONS_00031202	CB vs HIP	Human
TCONS_00031213	hsa_TCONS_00031213	CB vs HIP	Human
TCONS_00031247	hsa_TCONS_00031247	CB vs HIP	Human
TCONS_00031297	hsa_TCONS_00031297	CB vs HIP	Human
TCONS_00031551	hsa_TCONS_00031551	CB vs HIP	Human
TCONS_00031600	hsa_TCONS_00031600	CB vs HIP	Human
TCONS_00031622	hsa_TCONS_00031622	CB vs HIP	Human
TCONS_00031723	hsa_TCONS_00031723	CB vs HIP	Human
TCONS_00031786	hsa_TCONS_00031786	CB vs HIP	Human
TCONS_00031842	hsa_TCONS_00031842	CB vs HIP	Human
TCONS_00031893	hsa_TCONS_00031893	CB vs HIP	Human
TCONS_00031945	hsa_TCONS_00031945	CB vs HIP	Human
TCONS_00032101	hsa_TCONS_00032101	CB vs HIP	Human
TCONS_00032153	hsa_TCONS_00032153	CB vs HIP	Human
TCONS_00032262	hsa_TCONS_00032262	CB vs HIP	Human
TCONS_00032283	hsa_TCONS_00032283	CB vs HIP	Human
TCONS_00032296	hsa_TCONS_00032296	CB vs HIP	Human
TCONS_00032353	hsa_TCONS_00032353	CB vs HIP	Human
TCONS_00032383	hsa_TCONS_00032383	CB vs HIP	Human
TCONS_00032601	hsa_TCONS_00032601	CB vs HIP	Human
TCONS_00032669	hsa_TCONS_00032669	CB vs HIP	Human
TCONS_00032798	hsa_TCONS_00032798	CB vs HIP	Human
TCONS_00032837	hsa_TCONS_00032837	CB vs HIP	Human
TCONS_00032938	hsa_TCONS_00032938	CB vs HIP	Human
TCONS_00032943	hsa_TCONS_00032943	CB vs HIP	Human
TCONS_00033019	hsa_TCONS_00033019	CB vs HIP	Human
TCONS_00033120	hsa_TCONS_00033120	CB vs HIP	Human
TCONS_00033225	hsa_TCONS_00033225	CB vs HIP	Human
TCONS_00033331	hsa_TCONS_00033331	CB vs HIP	Human
TCONS_00033351	hsa_TCONS_00033351	CB vs HIP	Human
TCONS_00033473	hsa_TCONS_00033473	CB vs HIP	Human
TCONS_00033491	hsa_TCONS_00033491	CB vs HIP	Human
TCONS_00033579	hsa_TCONS_00033579	CB vs HIP	Human
TCONS_00033756	hsa_TCONS_00033756	CB vs HIP	Human
TCONS_00033797	hsa_TCONS_00033797	CB vs HIP	Human
TCONS_00033798	hsa_TCONS_00033798	CB vs HIP	Human
TCONS_00033854	hsa_TCONS_00033854	CB vs HIP	Human
TCONS_00033929	hsa_TCONS_00033929	CB vs HIP	Human
TCONS_00033965	hsa_TCONS_00033965	CB vs HIP	Human
TCONS_00034096	hsa_TCONS_00034096	CB vs HIP	Human
TCONS_00034150	hsa_TCONS_00034150	CB vs HIP	Human
TCONS_00034189	hsa_TCONS_00034189	CB vs HIP	Human
TCONS_00034291	hsa_TCONS_00034291	CB vs HIP	Human
TCONS_00034322	hsa_TCONS_00034322	CB vs HIP	Human
TCONS_00034324	hsa_TCONS_00034324	CB vs HIP	Human
TCONS_00034334	hsa_TCONS_00034334	CB vs HIP	Human
TCONS_00034537	hsa_TCONS_00034537	CB vs HIP	Human
TCONS_00034635	hsa_TCONS_00034635	CB vs HIP	Human
TCONS_00034772	hsa_TCONS_00034772	CB vs HIP	Human
TCONS_00034782	hsa_TCONS_00034782	CB vs HIP	Human
TCONS_00034896	hsa_TCONS_00034896	CB vs HIP	Human
TCONS_00035006	hsa_TCONS_00035006	CB vs HIP	Human
TCONS_00035226	hsa_TCONS_00035226	CB vs HIP	Human
TCONS_00035265	hsa_TCONS_00035265	CB vs HIP	Human
TCONS_00035630	hsa_TCONS_00035630	CB vs HIP	Human
TCONS_00035685	hsa_TCONS_00035685	CB vs HIP	Human
TCONS_00035989	hsa_TCONS_00035989	CB vs HIP	Human
TCONS_00036034	hsa_TCONS_00036034	CB vs HIP	Human
TCONS_00036036	hsa_TCONS_00036036	CB vs HIP	Human
TCONS_00036046	hsa_TCONS_00036046	CB vs HIP	Human
TCONS_00036052	hsa_TCONS_00036052	CB vs HIP	Human
TCONS_00036188	hsa_TCONS_00036188	CB vs HIP	Human
TCONS_00036211	hsa_TCONS_00036211	CB vs HIP	Human
TCONS_00036270	hsa_TCONS_00036270	CB vs HIP	Human
TCONS_00036306	hsa_TCONS_00036306	CB vs HIP	Human
TCONS_00036323	hsa_TCONS_00036323	CB vs HIP	Human
TCONS_00036359	hsa_TCONS_00036359	CB vs HIP	Human
TCONS_00036721	hsa_TCONS_00036721	CB vs HIP	Human
TCONS_00036781	hsa_TCONS_00036781	CB vs HIP	Human
TCONS_00036848	hsa_TCONS_00036848	CB vs HIP	Human
TCONS_00036852	hsa_TCONS_00036852	CB vs HIP	Human
TCONS_00037129	hsa_TCONS_00037129	CB vs HIP	Human
TCONS_00037130	hsa_TCONS_00037130	CB vs HIP	Human
TCONS_00037140	hsa_TCONS_00037140	CB vs HIP	Human
TCONS_00037169	hsa_TCONS_00037169	CB vs HIP	Human
TCONS_00037268	hsa_TCONS_00037268	CB vs HIP	Human
TCONS_00037284	hsa_TCONS_00037284	CB vs HIP	Human
TCONS_00037425	hsa_TCONS_00037425	CB vs HIP	Human
TCONS_00037477	hsa_TCONS_00037477	CB vs HIP	Human
TCONS_00037486	hsa_TCONS_00037486	CB vs HIP	Human
TCONS_00037516	hsa_TCONS_00037516	CB vs HIP	Human
TCONS_00037686	hsa_TCONS_00037686	CB vs HIP	Human
TCONS_00037703	hsa_TCONS_00037703	CB vs HIP	Human
TCONS_00037714	hsa_TCONS_00037714	CB vs HIP	Human
TCONS_00037811	hsa_TCONS_00037811	CB vs HIP	Human
TCONS_00037851	hsa_TCONS_00037851	CB vs HIP	Human
TCONS_00037986	hsa_TCONS_00037986	CB vs HIP	Human
TCONS_00038419	hsa_TCONS_00038419	CB vs HIP	Human
TCONS_00038425	hsa_TCONS_00038425	CB vs HIP	Human
TCONS_00038438	hsa_TCONS_00038438	CB vs HIP	Human
TCONS_00038450	hsa_TCONS_00038450	CB vs HIP	Human
TCONS_00038670	hsa_TCONS_00038670	CB vs HIP	Human
TCONS_00038887	hsa_TCONS_00038887	CB vs HIP	Human
TCONS_00038988	hsa_TCONS_00038988	CB vs HIP	Human
TCONS_00038996	hsa_TCONS_00038996	CB vs HIP	Human
TCONS_00038999	hsa_TCONS_00038999	CB vs HIP	Human
TCONS_00039026	hsa_TCONS_00039026	CB vs HIP	Human
TCONS_00039155	hsa_TCONS_00039155	CB vs HIP	Human
TCONS_00039169	hsa_TCONS_00039169	CB vs HIP	Human
TCONS_00039214	hsa_TCONS_00039214	CB vs HIP	Human
TCONS_00039373	hsa_TCONS_00039373	CB vs HIP	Human
TCONS_00039404	hsa_TCONS_00039404	CB vs HIP	Human
TCONS_00039437	hsa_TCONS_00039437	CB vs HIP	Human
TCONS_00039440	hsa_TCONS_00039440	CB vs HIP	Human
TCONS_00039506	hsa_TCONS_00039506	CB vs HIP	Human
TCONS_00039539	hsa_TCONS_00039539	CB vs HIP	Human
TCONS_00039625	hsa_TCONS_00039625	CB vs HIP	Human
TCONS_00039668	hsa_TCONS_00039668	CB vs HIP	Human
TCONS_00039778	hsa_TCONS_00039778	CB vs HIP	Human
TCONS_00039810	hsa_TCONS_00039810	CB vs HIP	Human
TCONS_00039886	hsa_TCONS_00039886	CB vs HIP	Human
TCONS_00039898	hsa_TCONS_00039898	CB vs HIP	Human
TCONS_00040307	hsa_TCONS_00040307	CB vs HIP	Human
TCONS_00040331	hsa_TCONS_00040331	CB vs HIP	Human
TCONS_00040334	hsa_TCONS_00040334	CB vs HIP	Human
TCONS_00040341	hsa_TCONS_00040341	CB vs HIP	Human
TCONS_00040403	hsa_TCONS_00040403	CB vs HIP	Human
TCONS_00040422	hsa_TCONS_00040422	CB vs HIP	Human
TCONS_00040551	hsa_TCONS_00040551	CB vs HIP	Human
TCONS_00040597	hsa_TCONS_00040597	CB vs HIP	Human
TCONS_00040730	hsa_TCONS_00040730	CB vs HIP	Human
TCONS_00040757	hsa_TCONS_00040757	CB vs HIP	Human
TCONS_00040972	hsa_TCONS_00040972	CB vs HIP	Human
TCONS_00041083	hsa_TCONS_00041083	CB vs HIP	Human
TCONS_00041094	hsa_TCONS_00041094	CB vs HIP	Human
TCONS_00041155	hsa_TCONS_00041155	CB vs HIP	Human
TCONS_00041319	hsa_TCONS_00041319	CB vs HIP	Human
TCONS_00041449	hsa_TCONS_00041449	CB vs HIP	Human
TCONS_00041602	hsa_TCONS_00041602	CB vs HIP	Human
TCONS_00041666	hsa_TCONS_00041666	CB vs HIP	Human
TCONS_00041674	hsa_TCONS_00041674	CB vs HIP	Human
TCONS_00041675	hsa_TCONS_00041675	CB vs HIP	Human
TCONS_00041714	hsa_TCONS_00041714	CB vs HIP	Human
TCONS_00041735	hsa_TCONS_00041735	CB vs HIP	Human
TCONS_00041797	hsa_TCONS_00041797	CB vs HIP	Human
TCONS_00041860	hsa_TCONS_00041860	CB vs HIP	Human
TCONS_00042110	hsa_TCONS_00042110	CB vs HIP	Human
TCONS_00042125	hsa_TCONS_00042125	CB vs HIP	Human
TCONS_00042203	hsa_TCONS_00042203	CB vs HIP	Human
TCONS_00042252	hsa_TCONS_00042252	CB vs HIP	Human
TCONS_00042259	hsa_TCONS_00042259	CB vs HIP	Human
TCONS_00042516	hsa_TCONS_00042516	CB vs HIP	Human
TCONS_00042613	hsa_TCONS_00042613	CB vs HIP	Human
TCONS_00042762	hsa_TCONS_00042762	CB vs HIP	Human
TCONS_00042880	hsa_TCONS_00042880	CB vs HIP	Human
TCONS_00042895	hsa_TCONS_00042895	CB vs HIP	Human
TCONS_00042926	hsa_TCONS_00042926	CB vs HIP	Human
TCONS_00043005	hsa_TCONS_00043005	CB vs HIP	Human
TCONS_00043007	hsa_TCONS_00043007	CB vs HIP	Human
TCONS_00043022	hsa_TCONS_00043022	CB vs HIP	Human
TCONS_00043200	hsa_TCONS_00043200	CB vs HIP	Human
TCONS_00043204	hsa_TCONS_00043204	CB vs HIP	Human
TCONS_00043210	hsa_TCONS_00043210	CB vs HIP	Human
TCONS_00043281	hsa_TCONS_00043281	CB vs HIP	Human
TCONS_00043366	hsa_TCONS_00043366	CB vs HIP	Human
TCONS_00043471	hsa_TCONS_00043471	CB vs HIP	Human
TCONS_00043477	hsa_TCONS_00043477	CB vs HIP	Human
TCONS_00043507	hsa_TCONS_00043507	CB vs HIP	Human
TCONS_00043582	hsa_TCONS_00043582	CB vs HIP	Human
TCONS_00043639	hsa_TCONS_00043639	CB vs HIP	Human
TCONS_00043709	hsa_TCONS_00043709	CB vs HIP	Human
TCONS_00043804	hsa_TCONS_00043804	CB vs HIP	Human
TCONS_00043880	hsa_TCONS_00043880	CB vs HIP	Human
TCONS_00044086	hsa_TCONS_00044086	CB vs HIP	Human
TCONS_00044314	hsa_TCONS_00044314	CB vs HIP	Human
TCONS_00044441	hsa_TCONS_00044441	CB vs HIP	Human
TCONS_00044798	hsa_TCONS_00044798	CB vs HIP	Human
TCONS_00044843	hsa_TCONS_00044843	CB vs HIP	Human
TCONS_00044985	hsa_TCONS_00044985	CB vs HIP	Human
TCONS_00045139	hsa_TCONS_00045139	CB vs HIP	Human
TCONS_00045169	hsa_TCONS_00045169	CB vs HIP	Human
TCONS_00045401	hsa_TCONS_00045401	CB vs HIP	Human
TCONS_00045447	hsa_TCONS_00045447	CB vs HIP	Human
TCONS_00045589	hsa_TCONS_00045589	CB vs HIP	Human
TCONS_00045628	hsa_TCONS_00045628	CB vs HIP	Human
TCONS_00045653	hsa_TCONS_00045653	CB vs HIP	Human
TCONS_00045778	hsa_TCONS_00045778	CB vs HIP	Human
TCONS_00045872	hsa_TCONS_00045872	CB vs HIP	Human
TCONS_00045931	hsa_TCONS_00045931	CB vs HIP	Human
TCONS_00045946	hsa_TCONS_00045946	CB vs HIP	Human
TCONS_00045952	hsa_TCONS_00045952	CB vs HIP	Human
TCONS_00046031	hsa_TCONS_00046031	CB vs HIP	Human
TCONS_00046032	hsa_TCONS_00046032	CB vs HIP	Human
TCONS_00046223	hsa_TCONS_00046223	CB vs HIP	Human
TCONS_00046307	hsa_TCONS_00046307	CB vs HIP	Human
TCONS_00046598	hsa_TCONS_00046598	CB vs HIP	Human
TCONS_00046683	hsa_TCONS_00046683	CB vs HIP	Human
TCONS_00046693	hsa_TCONS_00046693	CB vs HIP	Human
TCONS_00046749	hsa_TCONS_00046749	CB vs HIP	Human
TCONS_00046844	hsa_TCONS_00046844	CB vs HIP	Human
TCONS_00046898	hsa_TCONS_00046898	CB vs HIP	Human
TCONS_00047063	hsa_TCONS_00047063	CB vs HIP	Human
TCONS_00047151	hsa_TCONS_00047151	CB vs HIP	Human
TCONS_00047192	hsa_TCONS_00047192	CB vs HIP	Human
TCONS_00047224	hsa_TCONS_00047224	CB vs HIP	Human
TCONS_00047251	hsa_TCONS_00047251	CB vs HIP	Human
TCONS_00047252	hsa_TCONS_00047252	CB vs HIP	Human
TCONS_00047359	hsa_TCONS_00047359	CB vs HIP	Human
TCONS_00047360	hsa_TCONS_00047360	CB vs HIP	Human
TCONS_00047364	hsa_TCONS_00047364	CB vs HIP	Human
TCONS_00047372	hsa_TCONS_00047372	CB vs HIP	Human
TCONS_00047388	hsa_TCONS_00047388	CB vs HIP	Human
TCONS_00047490	hsa_TCONS_00047490	CB vs HIP	Human
TCONS_00047505	hsa_TCONS_00047505	CB vs HIP	Human
TCONS_00047506	hsa_TCONS_00047506	CB vs HIP	Human
TCONS_00047591	hsa_TCONS_00047591	CB vs HIP	Human
TCONS_00047598	hsa_TCONS_00047598	CB vs HIP	Human
TCONS_00047603	hsa_TCONS_00047603	CB vs HIP	Human
TCONS_00047623	hsa_TCONS_00047623	CB vs HIP	Human
